0.93,X1=-2.3,X2=0.564,X3=5.10,X4=3.95,X5=3.53,X6=0.200
3.99,X1=-2.3,X2=0.564,X3=5.10,X4=3.95,X5=3.53,X6=0.300
8.03,X1=-2.3,X2=0.564,X3=5.10,X4=3.95,X5=3.53,X6=0.350
21.51,X1=-2.3,X2=0.564,X3=5.10,X4=3.95,X5=3.53,X6=0.400
33.97,X1=-2.3,X2=0.564,X3=5.10,X4=3.95,X5=3.53,X6=0.425
50.36,X1=-2.3,X2=0.564,X3=5.10,X4=3.95,X5=3.53,X6=0.450
0.20,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.125
0.35,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.150
0.65,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.175
0.93,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.200
1.37,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.225
1.97,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.250
2.83,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.275
5.19,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.325
8.03,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.350
21.51,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.400
33.97,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.425
50.36,X1=-2.4,X2=0.574,X3=4.36,X4=3.96,X5=2.76,X6=0.450
0.12,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.125
0.26,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.150
0.43,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.175
1.09,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.225
1.67,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.250
4.62,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.325
6.86,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.350
11.56,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.375
20.63,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.400
34.50,X1=-2.4,X2=0.568,X3=4.34,X4=2.98,X5=3.15,X6=0.425
0.70,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.175
1.07,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.200
1.57,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.225
2.23,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.250
4.09,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.300
5.82,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.325
8.28,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.350
12.80,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.375
32.34,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.425
47.29,X1=-2.3,X2=0.562,X3=5.14,X4=4.95,X5=3.17,X6=0.450
0.20,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.125
1.36,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.225
1.98,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.250
2.91,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.275
4.35,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.300
8.04,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.350
12.15,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.375
19.18,X1=-2.4,X2=0.585,X3=4.78,X4=3.84,X5=3.32,X6=0.400
0.55,X1=-2.2,X2=0.546,X3=4.78,X4=4.13,X5=3.07,X6=0.175
0.86,X1=-2.2,X2=0.546,X3=4.78,X4=4.13,X5=3.07,X6=0.200
1.76,X1=-2.2,X2=0.546,X3=4.78,X4=4.13,X5=3.07,X6=0.250
12.76,X1=-2.2,X2=0.546,X3=4.78,X4=4.13,X5=3.07,X6=0.375
21.99,X1=-2.2,X2=0.546,X3=4.78,X4=4.13,X5=3.07,X6=0.400
53.07,X1=-2.2,X2=0.546,X3=4.78,X4=4.13,X5=3.07,X6=0.450
0.11,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.125
0.24,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.150
0.49,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.175
0.79,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.200
1.28,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.225
2.88,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.275
4.14,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.300
5.96,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.325
55.44,X1=0.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.450
0.07,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.125
0.40,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.175
0.70,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.200
1.83,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.250
2.77,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.275
4.12,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.300
7.87,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.350
12.71,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.375
21.02,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.400
34.58,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.425
51.77,X1=-5.0,X2=0.565,X3=4.77,X4=3.99,X5=3.15,X6=0.450
0.08,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.125
0.50,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.175
0.83,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.200
1.28,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.225
1.90,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.250
2.68,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.275
8.76,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.350
14.24,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.375
35.46,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.425
51.99,X1=0.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.450
0.08,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.125
0.45,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.175
1.76,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.250
2.59,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.275
3.85,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.300
7.74,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.350
12.40,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.375
20.91,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.400
49.14,X1=-5.0,X2=0.565,X3=5.10,X4=3.94,X5=3.51,X6=0.450
0.25,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.150
0.46,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.175
1.11,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.225
2.17,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.275
2.98,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.300
4.42,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.325
14.11,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.375
24.14,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.400
37.95,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.425
55.17,X1=-2.3,X2=0.530,X3=5.11,X4=3.69,X5=3.51,X6=0.450
0.10,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.125
0.23,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.150
0.47,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.175
0.76,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.200
1.15,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.225
1.65,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.250
2.28,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.275
3.09,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.300
4.41,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.325
13.77,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.375
23.96,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.400
37.38,X1=-2.3,X2=0.530,X3=4.76,X4=3.68,X5=3.16,X6=0.425
0.05,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.125
0.17,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.150
1.01,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.225
1.43,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.250
2.05,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.275
3.87,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.325
7.19,X1=-2.3,X2=0.530,X3=4.34,X4=2.81,X5=3.15,X6=0.350
0.03,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.125
0.73,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.200
1.30,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.225
3.35,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.275
5.06,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.300
7.14,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.325
10.36,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.350
15.25,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.375
23.15,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.400
34.62,X1=0.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.425
0.06,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.125
0.15,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.150
0.34,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.175
0.63,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.200
1.85,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.250
2.84,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.275
6.20,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.325
12.49,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.375
20.41,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.400
32.46,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.425
50.94,X1=-5.0,X2=0.600,X3=4.78,X4=4.24,X5=3.15,X6=0.450
0.16,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.125
0.32,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.150
0.59,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.175
0.92,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.200
1.37,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.225
1.94,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.250
3.70,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.300
5.45,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.325
16.31,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.375
41.77,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.425
60.85,X1=0.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.450
0.24,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.150
0.47,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.175
0.78,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.200
1.21,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.225
1.85,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.250
2.62,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.275
5.07,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.325
7.95,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.350
23.55,X1=-5.0,X2=0.530,X3=4.78,X4=3.75,X5=3.15,X6=0.400
0.01,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.125
0.39,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.175
0.73,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.200
1.24,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.225
3.04,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.275
8.68,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.350
12.39,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.375
20.14,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.400
31.77,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.425
47.13,X1=-2.3,X2=0.600,X3=5.10,X4=4.17,X5=3.51,X6=0.450
0.17,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.150
0.36,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.175
0.64,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.200
1.62,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.250
2.63,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.275
4.15,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.300
8.47,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.350
12.27,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.375
19.59,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.400
30.48,X1=-2.3,X2=0.600,X3=4.34,X4=4.23,X5=2.73,X6=0.425
